chapter	pdf_pages	section	source_kind	material_type	german	normalized_source	decision	existing_deck_ids	existing_source_texts	proposed_target_deck_id	review_flags	source_note
2	39	Datum	Redemittel	phrase	der zwanzigste	derzwanzigste	ADD_TO_NEW_DECK			de-id-a1-frasa-rutinitas-janji		
2	39	Datum	Redemittel	sentence	Heute ist der dritte Mai.	heuteistderdrittemai	ADD_TO_EXISTING_DECK			de-id-a1-kalimat-nyata		
2	39	Datum	Redemittel	sentence	Am dritten Mai lese ich.	amdrittenmaileseich	ADD_TO_EXISTING_DECK			de-id-a1-kalimat-nyata		
3	61	Zu Hause	Lernwortschatz	phrase	das Haus	dashaus	ADD_TO_NEW_DECK			de-id-a1-frasa-rumah-lingkungan		
3	61	Zu Hause	Lernwortschatz	phrase	die Wohnung	diewohnung	ADD_TO_NEW_DECK			de-id-a1-frasa-rumah-lingkungan		
3	61	Zu Hause	Lernwortschatz	phrase	das Zimmer	daszimmer	ADD_TO_NEW_DECK			de-id-a1-frasa-rumah-lingkungan		
3	61	Zu Hause	Lernwortschatz	phrase	das Wohnzimmer	daswohnzimmer	ADD_TO_NEW_DECK			de-id-a1-frasa-rumah-lingkungan		
3	61	Zu Hause	Lernwortschatz	phrase	das Schlafzimmer	dasschlafzimmer	ADD_TO_NEW_DECK			de-id-a1-frasa-rumah-lingkungan		
3	61	Zu Hause	Lernwortschatz	phrase	das Arbeitszimmer	dasarbeitszimmer	ADD_TO_NEW_DECK			de-id-a1-frasa-rumah-lingkungan		
3	61	Zu Hause	Lernwortschatz	phrase	die Küche	dieküche	ADD_TO_NEW_DECK			de-id-a1-frasa-rumah-lingkungan		
3	61	Zu Hause	Lernwortschatz	phrase	das Bad	dasbad	ADD_TO_NEW_DECK			de-id-a1-frasa-rumah-lingkungan		
3	61	Zu Hause	Lernwortschatz	phrase	der Flur	derflur	ADD_TO_NEW_DECK			de-id-a1-frasa-rumah-lingkungan		
3	61	Zu Hause	Lernwortschatz	phrase	der Balkon	derbalkon	ADD_TO_NEW_DECK			de-id-a1-frasa-rumah-lingkungan		
3	61	Zu Hause	Lernwortschatz	phrase	der Garten	dergarten	ADD_TO_NEW_DECK			de-id-a1-frasa-rumah-lingkungan		
3	61	Zu Hause	Lernwortschatz	phrase	das Dach	dasdach	ADD_TO_NEW_DECK			de-id-a1-frasa-rumah-lingkungan		
3	61	Zu Hause	Lernwortschatz	phrase	der Keller	derkeller	ADD_TO_NEW_DECK			de-id-a1-frasa-rumah-lingkungan		
3	61	Möbel und Geräte	Lernwortschatz	phrase	das Sofa	dassofa	ADD_TO_NEW_DECK			de-id-a1-frasa-rumah-lingkungan		
3	61	Möbel und Geräte	Lernwortschatz	phrase	der Tisch	dertisch	ADD_TO_NEW_DECK			de-id-a1-frasa-rumah-lingkungan		
3	61	Möbel und Geräte	Lernwortschatz	phrase	der Schreibtisch	derschreibtisch	ADD_TO_NEW_DECK			de-id-a1-frasa-rumah-lingkungan		
3	61	Möbel und Geräte	Lernwortschatz	phrase	der Stuhl	derstuhl	ADD_TO_NEW_DECK			de-id-a1-frasa-rumah-lingkungan		
3	61	Möbel und Geräte	Lernwortschatz	phrase	der Schrank	derschrank	ADD_TO_NEW_DECK			de-id-a1-frasa-rumah-lingkungan		
3	61	Möbel und Geräte	Lernwortschatz	phrase	das Regal	dasregal	ADD_TO_NEW_DECK			de-id-a1-frasa-rumah-lingkungan		
3	61	Möbel und Geräte	Lernwortschatz	phrase	der Nachttisch	dernachttisch	ADD_TO_NEW_DECK			de-id-a1-frasa-rumah-lingkungan		
3	61	Möbel und Geräte	Lernwortschatz	phrase	der Spiegel	derspiegel	ADD_TO_NEW_DECK			de-id-a1-frasa-rumah-lingkungan		
3	61	Möbel und Geräte	Lernwortschatz	phrase	der Herd	derherd	ADD_TO_NEW_DECK			de-id-a1-frasa-rumah-lingkungan		
3	61	Möbel und Geräte	Lernwortschatz	phrase	der Kühlschrank	derkühlschrank	ADD_TO_NEW_DECK			de-id-a1-frasa-rumah-lingkungan		
3	61	Möbel und Geräte	Lernwortschatz	phrase	die Mikrowelle	diemikrowelle	ADD_TO_NEW_DECK			de-id-a1-frasa-rumah-lingkungan		
3	61	Möbel und Geräte	Lernwortschatz	phrase	der Fernseher	derfernseher	ADD_TO_NEW_DECK			de-id-a1-frasa-rumah-lingkungan		
3	61	Möbel und Geräte	Lernwortschatz	phrase	die Lampe	dielampe	ADD_TO_NEW_DECK			de-id-a1-frasa-rumah-lingkungan		
3	61	Möbel und Geräte	Lernwortschatz	phrase	der Kamin	derkamin	ADD_TO_NEW_DECK			de-id-a1-frasa-rumah-lingkungan		
3	61	Wohnformen	Lernwortschatz	phrase	das Reihenhaus	dasreihenhaus	ADD_TO_NEW_DECK			de-id-a1-frasa-rumah-lingkungan		
3	61	Wohnformen	Lernwortschatz	phrase	das Bauernhaus	dasbauernhaus	ADD_TO_NEW_DECK			de-id-a1-frasa-rumah-lingkungan		
3	61	Wohnformen	Lernwortschatz	phrase	das Loft	dasloft	ADD_TO_NEW_DECK			de-id-a1-frasa-rumah-lingkungan		
3	61	Wohnformen	Lernwortschatz	phrase	das Hochhaus	dashochhaus	ADD_TO_NEW_DECK			de-id-a1-frasa-rumah-lingkungan		
3	61	Wohnformen	Lernwortschatz	phrase	das Mehrfamilienhaus	dasmehrfamilienhaus	ADD_TO_NEW_DECK			de-id-a1-frasa-rumah-lingkungan		
3	61	Wohnformen	Lernwortschatz	phrase	das Studentenwohnheim	dasstudentenwohnheim	ADD_TO_NEW_DECK			de-id-a1-frasa-rumah-lingkungan		
3	61	Präpositionen	Lernwortschatz	word	in	in	ADD_TO_EXISTING_DECK			de-id-a1-kata-rumah-diri		
3	61	Präpositionen	Lernwortschatz	word	auf	auf	ADD_TO_EXISTING_DECK			de-id-a1-kata-rumah-diri		
3	61	Präpositionen	Lernwortschatz	word	hinter	hinter	ADD_TO_EXISTING_DECK			de-id-a1-kata-rumah-diri		
3	61	Präpositionen	Lernwortschatz	word	durch	durch	ADD_TO_EXISTING_DECK			de-id-a1-kata-rumah-diri		
3	61	Präpositionen	Lernwortschatz	word	über	über	ADD_TO_EXISTING_DECK			de-id-a1-kata-rumah-diri		
3	61	Umgebung	Lernwortschatz	phrase	der Park	derpark	ADD_TO_NEW_DECK			de-id-a1-frasa-rumah-lingkungan		
3	61	Umgebung	Lernwortschatz	phrase	der Spielplatz	derspielplatz	ADD_TO_NEW_DECK			de-id-a1-frasa-rumah-lingkungan		
3	61	Umgebung	Lernwortschatz	phrase	die Straße	diestraße	ADD_TO_NEW_DECK			de-id-a1-frasa-rumah-lingkungan	REPEATED_IN_BOOK	
3	61	Umgebung	Lernwortschatz	phrase	die Ecke	dieecke	ADD_TO_NEW_DECK			de-id-a1-frasa-rumah-lingkungan	REPEATED_IN_BOOK	
3	61	Umgebung	Lernwortschatz	phrase	das Café	dascafé	ADD_TO_NEW_DECK			de-id-a1-frasa-rumah-lingkungan	REPEATED_IN_BOOK	
3	61	Umgebung	Lernwortschatz	phrase	der Supermarkt	dersupermarkt	ADD_TO_NEW_DECK			de-id-a1-frasa-rumah-lingkungan	REPEATED_IN_BOOK	
3	61	Umgebung	Lernwortschatz	phrase	die Bäckerei	diebäckerei	ADD_TO_NEW_DECK			de-id-a1-frasa-rumah-lingkungan	REPEATED_IN_BOOK	
3	61	Umgebung	Lernwortschatz	phrase	die Post	diepost	ADD_TO_NEW_DECK			de-id-a1-frasa-rumah-lingkungan	REPEATED_IN_BOOK	
3	61	Umgebung	Lernwortschatz	phrase	der Fluss	derfluss	ADD_TO_NEW_DECK			de-id-a1-frasa-rumah-lingkungan	REPEATED_IN_BOOK	
3	61	Umgebung	Lernwortschatz	phrase	der Markt	dermarkt	ADD_TO_NEW_DECK			de-id-a1-frasa-rumah-lingkungan		
3	61	Umgebung	Lernwortschatz	phrase	das Gebäude	dasgebäude	ADD_TO_NEW_DECK			de-id-a1-frasa-rumah-lingkungan		
3	61	Umgebung	Lernwortschatz	phrase	die Nachbarschaft	dienachbarschaft	ADD_TO_NEW_DECK			de-id-a1-frasa-rumah-lingkungan		
3	61	Umgebung	Lernwortschatz	phrase	das Viertel	dasviertel	ADD_TO_NEW_DECK			de-id-a1-frasa-rumah-lingkungan		
3	61	Sonstige Verben	Lernwortschatz	word	sehen	sehen	ADD_TO_EXISTING_DECK			de-id-a1-kata-rumah-diri	NEEDS_EDITORIAL_REVIEW	Sumber menulis hängen (Bewegung); bentuk transitif/posisi perlu diverifikasi pada tahap editorial
3	61	Sonstige Verben	Lernwortschatz	word	lesen	lesen	EXACT_SOURCE_MATCH	de-id-a1-kata-hobi	lesen	de-id-a1-kata-rumah-diri	REPEATED_IN_BOOK|NEEDS_EDITORIAL_REVIEW	Sumber menulis hängen (Bewegung); bentuk transitif/posisi perlu diverifikasi pada tahap editorial
3	61	Sonstige Verben	Lernwortschatz	word	treffen	treffen	ADD_TO_EXISTING_DECK			de-id-a1-kata-rumah-diri	REPEATED_IN_BOOK|NEEDS_EDITORIAL_REVIEW	Sumber menulis hängen (Bewegung); bentuk transitif/posisi perlu diverifikasi pada tahap editorial
3	61	Sonstige Verben	Lernwortschatz	word	finden	finden	EXACT_SOURCE_MATCH	de-id-a1-kata-inti	finden	de-id-a1-kata-rumah-diri	NEEDS_EDITORIAL_REVIEW	Sumber menulis hängen (Bewegung); bentuk transitif/posisi perlu diverifikasi pada tahap editorial
3	61	Sonstige Verben	Lernwortschatz	word	kennen	kennen	ADD_TO_EXISTING_DECK			de-id-a1-kata-rumah-diri	NEEDS_EDITORIAL_REVIEW	Sumber menulis hängen (Bewegung); bentuk transitif/posisi perlu diverifikasi pada tahap editorial
3	61	Sonstige Verben	Lernwortschatz	word	bringen	bringen	ADD_TO_EXISTING_DECK			de-id-a1-kata-rumah-diri	NEEDS_EDITORIAL_REVIEW	Sumber menulis hängen (Bewegung); bentuk transitif/posisi perlu diverifikasi pada tahap editorial
3	61	Sonstige Verben	Lernwortschatz	word	sein	sein	ADD_TO_EXISTING_DECK			de-id-a1-kata-rumah-diri	NEEDS_EDITORIAL_REVIEW	Sumber menulis hängen (Bewegung); bentuk transitif/posisi perlu diverifikasi pada tahap editorial
3	61	Sonstige Verben	Lernwortschatz	word	haben	haben	ADD_TO_EXISTING_DECK			de-id-a1-kata-rumah-diri	NEEDS_EDITORIAL_REVIEW	Sumber menulis hängen (Bewegung); bentuk transitif/posisi perlu diverifikasi pada tahap editorial
3	61	Sonstige Verben	Lernwortschatz	phrase	hängen (Bewegung)	hängenbewegung	ADD_TO_NEW_DECK			de-id-a1-frasa-rumah-lingkungan	NEEDS_EDITORIAL_REVIEW	Sumber menulis hängen (Bewegung); bentuk transitif/posisi perlu diverifikasi pada tahap editorial
4	95	Familie	Lernwortschatz	phrase	die Familie	diefamilie	ADD_TO_NEW_DECK			de-id-a1-frasa-keluarga-orang	REPEATED_IN_BOOK	
4	95	Familie	Lernwortschatz	phrase	die Eltern	dieeltern	ADD_TO_NEW_DECK			de-id-a1-frasa-keluarga-orang		
4	95	Familie	Lernwortschatz	phrase	der Vater	dervater	ADD_TO_NEW_DECK			de-id-a1-frasa-keluarga-orang	REPEATED_IN_BOOK	
4	95	Familie	Lernwortschatz	phrase	die Mutter	diemutter	ADD_TO_NEW_DECK			de-id-a1-frasa-keluarga-orang	REPEATED_IN_BOOK	
4	95	Familie	Lernwortschatz	phrase	der Sohn	dersohn	ADD_TO_NEW_DECK			de-id-a1-frasa-keluarga-orang		
4	95	Familie	Lernwortschatz	phrase	die Tochter	dietochter	ADD_TO_NEW_DECK			de-id-a1-frasa-keluarga-orang		
4	95	Familie	Lernwortschatz	phrase	der Bruder	derbruder	ADD_TO_NEW_DECK			de-id-a1-frasa-keluarga-orang		
4	95	Familie	Lernwortschatz	phrase	die Schwester	dieschwester	ADD_TO_NEW_DECK			de-id-a1-frasa-keluarga-orang	REPEATED_IN_BOOK	
4	95	Familie	Lernwortschatz	phrase	der Onkel	deronkel	ADD_TO_NEW_DECK			de-id-a1-frasa-keluarga-orang		
4	95	Familie	Lernwortschatz	phrase	die Tante	dietante	ADD_TO_NEW_DECK			de-id-a1-frasa-keluarga-orang		
4	95	Familie	Lernwortschatz	phrase	der Cousin	dercousin	ADD_TO_NEW_DECK			de-id-a1-frasa-keluarga-orang		
4	95	Familie	Lernwortschatz	phrase	die Cousine	diecousine	ADD_TO_NEW_DECK			de-id-a1-frasa-keluarga-orang		
4	95	Familie	Lernwortschatz	phrase	der Opa	deropa	ADD_TO_NEW_DECK			de-id-a1-frasa-keluarga-orang		
4	95	Familie	Lernwortschatz	phrase	die Oma	dieoma	ADD_TO_NEW_DECK			de-id-a1-frasa-keluarga-orang		
4	95	Familie	Lernwortschatz	phrase	das Baby	dasbaby	ADD_TO_NEW_DECK			de-id-a1-frasa-keluarga-orang		
4	95	Familie	Lernwortschatz	phrase	die Zwillinge	diezwillinge	ADD_TO_NEW_DECK			de-id-a1-frasa-keluarga-orang		
4	95	Familie	Lernwortschatz	phrase	das Kind	daskind	ADD_TO_NEW_DECK			de-id-a1-frasa-keluarga-orang		
4	95	Familie	Lernwortschatz	phrase	die Geschwister	diegeschwister	ADD_TO_NEW_DECK			de-id-a1-frasa-keluarga-orang		
4	95	Aktivitäten	Lernwortschatz	word	spielen	spielen	EXACT_SOURCE_MATCH	de-id-a1-kata-hobi	spielen	de-id-a1-kata-identitaet-familie	REPEATED_IN_BOOK	
4	95	Aktivitäten	Lernwortschatz	phrase	Musik hören	musikhören	ADD_TO_NEW_DECK			de-id-a1-frasa-keluarga-orang	REPEATED_IN_BOOK	
4	95	Aktivitäten	Lernwortschatz	word	tanzen	tanzen	EXACT_SOURCE_MATCH	de-id-a1-kata-hobi	tanzen	de-id-a1-kata-identitaet-familie		
4	95	Aktivitäten	Lernwortschatz	word	singen	singen	EXACT_SOURCE_MATCH	de-id-a1-kata-hobi	singen	de-id-a1-kata-identitaet-familie		
4	95	Aktivitäten	Lernwortschatz	phrase	Filme sehen	filmesehen	ADD_TO_NEW_DECK			de-id-a1-frasa-keluarga-orang		
4	95	Aktivitäten	Lernwortschatz	phrase	Fotos machen	fotosmachen	ADD_TO_NEW_DECK			de-id-a1-frasa-keluarga-orang		
4	95	Aktivitäten	Lernwortschatz	word	telefonieren	telefonieren	ADD_TO_NEW_DECK			de-id-a1-kata-identitaet-familie	REPEATED_IN_BOOK	
4	95	Aktivitäten	Lernwortschatz	phrase	spazieren gehen	spazierengehen	ADD_TO_NEW_DECK			de-id-a1-frasa-keluarga-orang		
4	95	Aktivitäten	Lernwortschatz	phrase	Picknick machen	picknickmachen	ADD_TO_NEW_DECK			de-id-a1-frasa-keluarga-orang		
4	95	Aktivitäten	Lernwortschatz	word	wandern	wandern	EXACT_SOURCE_MATCH	de-id-a1-kata-hobi	wandern	de-id-a1-kata-identitaet-familie		
4	95	Aktivitäten	Lernwortschatz	word	klettern	klettern	ADD_TO_NEW_DECK			de-id-a1-kata-identitaet-familie		
4	95	Aktivitäten	Lernwortschatz	word	feiern	feiern	ADD_TO_NEW_DECK			de-id-a1-kata-identitaet-familie	REPEATED_IN_BOOK	
4	95	Aktivitäten	Lernwortschatz	word	kochen	kochen	EXACT_SOURCE_MATCH	de-id-a1-kata-profesi	kochen	de-id-a1-kata-identitaet-familie	REPEATED_IN_BOOK	
4	95	Aktivitäten	Lernwortschatz	word	grillen	grillen	ADD_TO_NEW_DECK			de-id-a1-kata-identitaet-familie	REPEATED_IN_BOOK	
4	95	Aktivitäten	Lernwortschatz	phrase	Ski fahren	skifahren	ADD_TO_NEW_DECK			de-id-a1-frasa-keluarga-orang		
4	95	Aktivitäten	Lernwortschatz	phrase	Schlittschuh laufen	schlittschuhlaufen	ADD_TO_NEW_DECK			de-id-a1-frasa-keluarga-orang		
4	95	Aktivitäten	Lernwortschatz	phrase	Fahrrad fahren	fahrradfahren	ADD_TO_NEW_DECK			de-id-a1-frasa-keluarga-orang		
4	95	Aktivitäten	Lernwortschatz	word	helfen	helfen	EXACT_SOURCE_MATCH	de-id-a1-kata-inti	helfen	de-id-a1-kata-identitaet-familie	REPEATED_IN_BOOK	
4	95	Aktivitäten	Lernwortschatz	word	lernen	lernen	EXACT_SOURCE_MATCH	de-id-a1-kata-inti	lernen	de-id-a1-kata-identitaet-familie	REPEATED_IN_BOOK	
4	95	Aktivitäten	Lernwortschatz	word	reisen	reisen	HEADWORD_OR_VARIANT_MATCH	de-id-a1-kata-transportasi-layanan	die Reise, die Reisen	de-id-a1-kata-identitaet-familie		
4	95	Aktivitäten	Lernwortschatz	word	essen	essen	EXACT_SOURCE_MATCH	de-id-a1-kata-inti	essen	de-id-a1-kata-identitaet-familie	REPEATED_IN_BOOK	
4	95	Aktivitäten	Lernwortschatz	word	treffen	treffen	ADD_TO_NEW_DECK			de-id-a1-kata-identitaet-familie	REPEATED_IN_BOOK	
4	95	Aktivitäten	Lernwortschatz	word	reden	reden	ADD_TO_NEW_DECK			de-id-a1-kata-identitaet-familie		
4	95	Aktivitäten	Lernwortschatz	word	lächeln	lächeln	ADD_TO_NEW_DECK			de-id-a1-kata-identitaet-familie		
4	95	Aktivitäten	Lernwortschatz	word	posten	posten	ADD_TO_NEW_DECK			de-id-a1-kata-identitaet-familie		
4	95	Aktivitäten	Lernwortschatz	word	besuchen	besuchen	EXACT_SOURCE_MATCH	de-id-a1-kata-hobi	besuchen	de-id-a1-kata-identitaet-familie	REPEATED_IN_BOOK	
4	95	Freunde	Lernwortschatz	phrase	der Freund	derfreund	ADD_TO_NEW_DECK			de-id-a1-frasa-keluarga-orang	REPEATED_IN_BOOK	
4	95	Freunde	Lernwortschatz	phrase	die Freundin	diefreundin	ADD_TO_NEW_DECK			de-id-a1-frasa-keluarga-orang	REPEATED_IN_BOOK	
4	95	Freunde	Lernwortschatz	phrase	die beste Freundin	diebestefreundin	ADD_TO_NEW_DECK			de-id-a1-frasa-keluarga-orang		
4	95	Freunde	Lernwortschatz	phrase	der beste Freund	derbestefreund	ADD_TO_NEW_DECK			de-id-a1-frasa-keluarga-orang		
4	95	Freunde	Lernwortschatz	phrase	die Gruppe	diegruppe	ADD_TO_NEW_DECK			de-id-a1-frasa-keluarga-orang		
4	95	Freunde	Lernwortschatz	phrase	der Klassenkamerad	derklassenkamerad	ADD_TO_NEW_DECK			de-id-a1-frasa-keluarga-orang		
4	95	Freunde	Lernwortschatz	phrase	der Besuch	derbesuch	ADD_TO_NEW_DECK			de-id-a1-frasa-keluarga-orang		
4	95	Zeitangaben	Lernwortschatz	phrase	am Wochenende	amwochenende	EXACT_SOURCE_MATCH	de-id-a1-frasa-sehari-hari	Am Wochenende.	de-id-a1-frasa-keluarga-orang	REPEATED_IN_BOOK	
4	95	Zeitangaben	Lernwortschatz	phrase	jeden Tag	jedentag	ADD_TO_NEW_DECK			de-id-a1-frasa-keluarga-orang	REPEATED_IN_BOOK	
4	95	Zeitangaben	Lernwortschatz	word	morgens	morgens	ADD_TO_NEW_DECK			de-id-a1-kata-identitaet-familie	REPEATED_IN_BOOK	
4	95	Zeitangaben	Lernwortschatz	word	mittags	mittags	ADD_TO_NEW_DECK			de-id-a1-kata-identitaet-familie	REPEATED_IN_BOOK	
4	95	Zeitangaben	Lernwortschatz	word	abends	abends	ADD_TO_NEW_DECK			de-id-a1-kata-identitaet-familie	REPEATED_IN_BOOK	
4	95	Zeitangaben	Lernwortschatz	word	früh	früh	ADD_TO_NEW_DECK			de-id-a1-kata-identitaet-familie		
4	95	Zeitangaben	Lernwortschatz	word	spät	spät	ADD_TO_NEW_DECK			de-id-a1-kata-identitaet-familie	REPEATED_IN_BOOK	
4	95	Zeitangaben	Lernwortschatz	word	manchmal	manchmal	ADD_TO_NEW_DECK			de-id-a1-kata-identitaet-familie	REPEATED_IN_BOOK	
4	95	Zeitangaben	Lernwortschatz	word	oft	oft	ADD_TO_NEW_DECK			de-id-a1-kata-identitaet-familie	REPEATED_IN_BOOK	
4	95	Zeitangaben	Lernwortschatz	word	immer	immer	ADD_TO_NEW_DECK			de-id-a1-kata-identitaet-familie		
4	95	Trennbare Verben	Lernwortschatz	word	anfangen	anfangen	ADD_TO_NEW_DECK			de-id-a1-kata-identitaet-familie		
4	95	Trennbare Verben	Lernwortschatz	word	anrufen	anrufen	ADD_TO_NEW_DECK			de-id-a1-kata-identitaet-familie		
4	95	Trennbare Verben	Lernwortschatz	word	mitmachen	mitmachen	ADD_TO_NEW_DECK			de-id-a1-kata-identitaet-familie		
4	95	Trennbare Verben	Lernwortschatz	word	abholen	abholen	ADD_TO_NEW_DECK			de-id-a1-kata-identitaet-familie		
4	95	Trennbare Verben	Lernwortschatz	word	einladen	einladen	ADD_TO_NEW_DECK			de-id-a1-kata-identitaet-familie		
4	95	Trennbare Verben	Lernwortschatz	word	mitbringen	mitbringen	ADD_TO_NEW_DECK			de-id-a1-kata-identitaet-familie		
4	95	Trennbare Verben	Lernwortschatz	word	mitkommen	mitkommen	ADD_TO_NEW_DECK			de-id-a1-kata-identitaet-familie		
4	95	Trennbare Verben	Lernwortschatz	word	vorstellen	vorstellen	ADD_TO_NEW_DECK			de-id-a1-kata-identitaet-familie		
4	95	Trennbare Verben	Lernwortschatz	word	einsammeln	einsammeln	ADD_TO_NEW_DECK			de-id-a1-kata-identitaet-familie		
4	95	Trennbare Verben	Lernwortschatz	word	einkaufen	einkaufen	ADD_TO_NEW_DECK			de-id-a1-kata-identitaet-familie	REPEATED_IN_BOOK	
4	96	Adjektive	Lernwortschatz	word	freundlich	freundlich	ADD_TO_NEW_DECK			de-id-a1-kata-identitaet-familie	REPEATED_IN_BOOK	
4	96	Adjektive	Lernwortschatz	word	sportlich	sportlich	ADD_TO_NEW_DECK			de-id-a1-kata-identitaet-familie		
4	96	Adjektive	Lernwortschatz	word	lustig	lustig	ADD_TO_NEW_DECK			de-id-a1-kata-identitaet-familie	REPEATED_IN_BOOK	
4	96	Adjektive	Lernwortschatz	word	laut	laut	ADD_TO_NEW_DECK			de-id-a1-kata-identitaet-familie		
4	96	Adjektive	Lernwortschatz	word	leise	leise	ADD_TO_NEW_DECK			de-id-a1-kata-identitaet-familie		
4	96	Adjektive	Lernwortschatz	word	cool	cool	ADD_TO_NEW_DECK			de-id-a1-kata-identitaet-familie		
4	96	Adjektive	Lernwortschatz	word	gemütlich	gemütlich	ADD_TO_NEW_DECK			de-id-a1-kata-identitaet-familie		
4	96	Adjektive	Lernwortschatz	word	warm	warm	EXACT_SOURCE_MATCH	de-id-a1-waktu-cuaca-angka-word	warm	de-id-a1-kata-identitaet-familie	REPEATED_IN_BOOK	
4	96	Adjektive	Lernwortschatz	word	kalt	kalt	ADD_TO_NEW_DECK			de-id-a1-kata-identitaet-familie	REPEATED_IN_BOOK	
4	96	Adjektive	Lernwortschatz	word	müde	müde	EXACT_SOURCE_MATCH	de-id-a1-kata-inti	müde	de-id-a1-kata-identitaet-familie	REPEATED_IN_BOOK	
4	96	Adjektive	Lernwortschatz	word	glücklich	glücklich	ADD_TO_NEW_DECK			de-id-a1-kata-identitaet-familie		
4	96	Adjektive	Lernwortschatz	word	schlank	schlank	ADD_TO_NEW_DECK			de-id-a1-kata-identitaet-familie		
4	96	Adjektive	Lernwortschatz	word	stark	stark	ADD_TO_NEW_DECK			de-id-a1-kata-identitaet-familie		
4	96	Adjektive	Lernwortschatz	word	süß	süß	ADD_TO_NEW_DECK			de-id-a1-kata-identitaet-familie	REPEATED_IN_BOOK	
4	96	Adjektive	Lernwortschatz	word	fleißig	fleißig	ADD_TO_NEW_DECK			de-id-a1-kata-identitaet-familie		
4	96	Adjektive	Lernwortschatz	word	faul	faul	ADD_TO_NEW_DECK			de-id-a1-kata-identitaet-familie		
4	96	Adjektive	Lernwortschatz	word	entspannt	entspannt	ADD_TO_NEW_DECK			de-id-a1-kata-identitaet-familie		
4	96	Adjektive	Lernwortschatz	word	jung	jung	ADD_TO_NEW_DECK			de-id-a1-kata-identitaet-familie		
4	96	Adjektive	Lernwortschatz	word	neu	neu	EXACT_SOURCE_MATCH	de-id-a1-kata-inti	neu	de-id-a1-kata-identitaet-familie	REPEATED_IN_BOOK	
4	97	Familie beschreiben	Redemittel	sentence	In meiner Familie gibt es … Personen.	inmeinerfamiliegibtespersonen	ADD_TO_EXISTING_DECK			de-id-a1-kalimat-nyata	PATTERN_OR_PLACEHOLDER	
4	97	Familie beschreiben	Redemittel	sentence	Ich habe … Geschwister.	ichhabegeschwister	ADD_TO_EXISTING_DECK			de-id-a1-kalimat-nyata	PATTERN_OR_PLACEHOLDER	
4	97	Familie beschreiben	Redemittel	sentence	Ich habe einen Bruder.	ichhabeeinenbruder	ADD_TO_EXISTING_DECK			de-id-a1-kalimat-nyata		
4	97	Familie beschreiben	Redemittel	sentence	Ich habe eine Schwester.	ichhabeeineschwester	ADD_TO_EXISTING_DECK			de-id-a1-kalimat-nyata		
4	97	Familie beschreiben	Redemittel	phrase	Mein Vater heißt …	meinvaterheißt	ADD_TO_NEW_DECK			de-id-a1-frasa-keluarga-orang	PATTERN_OR_PLACEHOLDER	
4	97	Familie beschreiben	Redemittel	phrase	Meine Mutter heißt …	meinemutterheißt	ADD_TO_NEW_DECK			de-id-a1-frasa-keluarga-orang	PATTERN_OR_PLACEHOLDER	
4	97	Familie beschreiben	Redemittel	phrase	Mein Bruder heißt …	meinbruderheißt	ADD_TO_NEW_DECK			de-id-a1-frasa-keluarga-orang	PATTERN_OR_PLACEHOLDER	
4	97	Familie beschreiben	Redemittel	phrase	Meine Schwester heißt …	meineschwesterheißt	ADD_TO_NEW_DECK			de-id-a1-frasa-keluarga-orang	PATTERN_OR_PLACEHOLDER	
4	97	Familie beschreiben	Redemittel	sentence	Er ist freundlich.	eristfreundlich	ADD_TO_EXISTING_DECK			de-id-a1-kalimat-nyata		
4	97	Familie beschreiben	Redemittel	sentence	Sie ist nicht müde.	sieistnichtmüde	ADD_TO_EXISTING_DECK			de-id-a1-kalimat-nyata		
4	97	Familie beschreiben	Redemittel	sentence	Er spielt gern …	erspieltgern	ADD_TO_EXISTING_DECK			de-id-a1-kalimat-nyata	PATTERN_OR_PLACEHOLDER	
4	97	Familie beschreiben	Redemittel	sentence	Sie macht gern …	siemachtgern	ADD_TO_EXISTING_DECK			de-id-a1-kalimat-nyata	PATTERN_OR_PLACEHOLDER	
4	97	Familie beschreiben	Redemittel	sentence	Wir machen zusammen …	wirmachenzusammen	ADD_TO_EXISTING_DECK			de-id-a1-kalimat-nyata	PATTERN_OR_PLACEHOLDER	
5	116	Berufe und Arbeitsplatz	Lernwortschatz	phrase	der Beruf, die Berufe	derberufdieberufe	ADD_TO_EXISTING_DECK			de-id-a1-frasa-pekerjaan		
5	116	Berufe und Arbeitsplatz	Lernwortschatz	phrase	der Chef, die Chefs	derchefdiechefs	ADD_TO_EXISTING_DECK			de-id-a1-frasa-pekerjaan		
5	116	Berufe und Arbeitsplatz	Lernwortschatz	phrase	der Kunde, die Kunden	derkundediekunden	ADD_TO_EXISTING_DECK			de-id-a1-frasa-pekerjaan		
5	116	Berufe und Arbeitsplatz	Lernwortschatz	phrase	der Kollege, die Kollegen	derkollegediekollegen	ADD_TO_EXISTING_DECK			de-id-a1-frasa-pekerjaan		
5	116	Berufe und Arbeitsplatz	Lernwortschatz	phrase	die Kollegin, die Kolleginnen	diekollegindiekolleginnen	ADD_TO_EXISTING_DECK			de-id-a1-frasa-pekerjaan		
5	116	Berufe und Arbeitsplatz	Lernwortschatz	phrase	die Autowerkstatt, die Autowerkstätten	dieautowerkstattdieautowerkstätten	ADD_TO_EXISTING_DECK			de-id-a1-frasa-pekerjaan		
