chapter	pdf_pages	section	source_kind	material_type	german	note
5	117	Beruf und Arbeitszeit	Redemittel	sentence	Meine Arbeit beginnt um … Uhr.	
5	117	Hilfe und Pflichten	Redemittel	sentence	Kann ich Ihnen helfen?	
5	117	Hilfe und Pflichten	Redemittel	sentence	Brauchen Sie Hilfe?	
5	117	Hilfe und Pflichten	Redemittel	sentence	Kann ich dir helfen?	
5	117	Hilfe und Pflichten	Redemittel	sentence	Kann ich Ihnen mit … helfen?	
5	117	Hilfe und Pflichten	Redemittel	sentence	Ja, das ist sehr nett von Ihnen.	
5	117	Hilfe und Pflichten	Redemittel	phrase	Helfen Sie mir bitte mit …	
5	117	Hilfe und Pflichten	Redemittel	sentence	Nein, danke.	
5	117	Hilfe und Pflichten	Redemittel	sentence	Das ist nicht nötig.	
5	117	Hilfe und Pflichten	Redemittel	sentence	Ich brauche Ihre Hilfe.	
5	117	Hilfe und Pflichten	Redemittel	sentence	Können Sie bitte …?	
5	117	Hilfe und Pflichten	Redemittel	sentence	Was sind deine Aufgaben?	
5	117	Hilfe und Pflichten	Redemittel	sentence	Was sind Ihre Aufgaben?	
5	117	Hilfe und Pflichten	Redemittel	phrase	Meine Aufgaben sind …	
5	117	Uhrzeit	Redemittel	sentence	Wie spät ist es?	
5	117	Uhrzeit	Redemittel	sentence	Wie viel Uhr ist es?	
5	117	Uhrzeit	Redemittel	sentence	Es ist halb drei.	
5	117	Uhrzeit	Redemittel	sentence	Es ist kurz nach vier.	
5	117	Uhrzeit	Redemittel	sentence	Um … Uhr.	
5	117	Uhrzeit	Redemittel	phrase	von … bis …	
6	137	Obst	Lernwortschatz	phrase	die Banane	
6	137	Obst	Lernwortschatz	phrase	der Apfel	
6	137	Obst	Lernwortschatz	phrase	die Birne	
6	137	Obst	Lernwortschatz	phrase	die Melone	
6	137	Obst	Lernwortschatz	phrase	die Kirsche	
6	137	Obst	Lernwortschatz	phrase	die Orange	
6	137	Obst	Lernwortschatz	phrase	die Mango	
6	137	Obst	Lernwortschatz	phrase	der Pfirsich	
6	137	Obst	Lernwortschatz	phrase	die Traube	
6	137	Gemüse	Lernwortschatz	phrase	die Zucchini	
6	137	Gemüse	Lernwortschatz	phrase	die Gurke	
6	137	Gemüse	Lernwortschatz	phrase	die Karotte	
6	137	Gemüse	Lernwortschatz	phrase	die Kartoffel	
6	137	Gemüse	Lernwortschatz	phrase	die Tomate	
6	137	Gemüse	Lernwortschatz	phrase	der Mais	
6	137	Gemüse	Lernwortschatz	phrase	der Spinat	
6	137	Gemüse	Lernwortschatz	phrase	die Paprika	
6	137	Gemüse	Lernwortschatz	phrase	der Brokkoli	
6	137	Andere Lebensmittel	Lernwortschatz	phrase	das Hähnchen	
6	137	Andere Lebensmittel	Lernwortschatz	phrase	der Schinken	
6	137	Andere Lebensmittel	Lernwortschatz	phrase	der Reis	
6	137	Andere Lebensmittel	Lernwortschatz	phrase	der Kuchen	
6	137	Andere Lebensmittel	Lernwortschatz	phrase	der Zucker	
6	137	Andere Lebensmittel	Lernwortschatz	phrase	der Käse	
6	137	Andere Lebensmittel	Lernwortschatz	phrase	das Fleisch	
6	137	Andere Lebensmittel	Lernwortschatz	phrase	die Nudeln	
6	137	Andere Lebensmittel	Lernwortschatz	phrase	der Fisch	
6	137	Andere Lebensmittel	Lernwortschatz	phrase	das Brot	
6	137	Andere Lebensmittel	Lernwortschatz	phrase	die Wurst	
6	137	Andere Lebensmittel	Lernwortschatz	phrase	die Marmelade	
6	137	Getränke	Lernwortschatz	phrase	der Tee	die Schokolade berada di kolom Getränke pada sumber; klasifikasi perlu diperiksa
6	137	Getränke	Lernwortschatz	phrase	die Milch	die Schokolade berada di kolom Getränke pada sumber; klasifikasi perlu diperiksa
6	137	Getränke	Lernwortschatz	phrase	das Bier	die Schokolade berada di kolom Getränke pada sumber; klasifikasi perlu diperiksa
6	137	Getränke	Lernwortschatz	phrase	der Kaffee	die Schokolade berada di kolom Getränke pada sumber; klasifikasi perlu diperiksa
6	137	Getränke	Lernwortschatz	phrase	der Saft	die Schokolade berada di kolom Getränke pada sumber; klasifikasi perlu diperiksa
6	137	Getränke	Lernwortschatz	phrase	der Wein	die Schokolade berada di kolom Getränke pada sumber; klasifikasi perlu diperiksa
6	137	Getränke	Lernwortschatz	phrase	die Cola	die Schokolade berada di kolom Getränke pada sumber; klasifikasi perlu diperiksa
6	137	Getränke	Lernwortschatz	phrase	die Limonade	die Schokolade berada di kolom Getränke pada sumber; klasifikasi perlu diperiksa
6	137	Getränke	Lernwortschatz	phrase	die Schokolade	die Schokolade berada di kolom Getränke pada sumber; klasifikasi perlu diperiksa
6	137	Getränke	Lernwortschatz	phrase	der Kakao	die Schokolade berada di kolom Getränke pada sumber; klasifikasi perlu diperiksa
6	137	Beim Essen	Lernwortschatz	word	frühstücken	
6	137	Beim Essen	Lernwortschatz	word	trinken	
6	137	Beim Essen	Lernwortschatz	word	essen	
6	137	Beim Essen	Lernwortschatz	word	kochen	
6	137	Beim Essen	Lernwortschatz	phrase	das Frühstück	
6	137	Beim Essen	Lernwortschatz	phrase	das Mittagessen	
6	137	Beim Essen	Lernwortschatz	phrase	das Abendessen	
6	137	Beim Essen	Lernwortschatz	word	cremig	
6	137	Beim Essen	Lernwortschatz	word	süß	
6	137	Beim Essen	Lernwortschatz	word	schmecken	
6	137	Beim Essen	Lernwortschatz	word	lecker	
6	137	Beim Essen	Lernwortschatz	word	empfehlen	
6	137	Beim Essen	Lernwortschatz	phrase	die Speisekarte	
6	137	Beim Essen	Lernwortschatz	word	mögen	
6	137-138	Beim Einkaufen	Lernwortschatz	word	möchten	
6	137-138	Beim Einkaufen	Lernwortschatz	word	bezahlen	
6	137-138	Beim Einkaufen	Lernwortschatz	word	nehmen	
6	137-138	Beim Einkaufen	Lernwortschatz	word	brauchen	
6	137-138	Beim Einkaufen	Lernwortschatz	word	billig	
6	137-138	Beim Einkaufen	Lernwortschatz	word	teuer	
6	137-138	Beim Einkaufen	Lernwortschatz	word	helfen	
6	137-138	Beim Einkaufen	Lernwortschatz	word	kosten	
6	137-138	Beim Einkaufen	Lernwortschatz	phrase	das Angebot	
6	138	Tageszeiten	Lernwortschatz	phrase	jeden Morgen	
6	138	Tageszeiten	Lernwortschatz	word	morgens	
6	138	Tageszeiten	Lernwortschatz	phrase	am Mittag	
6	138	Tageszeiten	Lernwortschatz	word	mittags	
6	138	Tageszeiten	Lernwortschatz	word	abends	
6	138	Tageszeiten	Lernwortschatz	phrase	am Abend	
6	138	Gerichte	Lernwortschatz	phrase	der Döner	
6	138	Gerichte	Lernwortschatz	phrase	die Spaghetti	
6	138	Gerichte	Lernwortschatz	phrase	der Apfelkuchen	
6	138	Gerichte	Lernwortschatz	phrase	der Käsekuchen	
6	138	Gerichte	Lernwortschatz	phrase	der Kartoffelsalat	
6	138	Gerichte	Lernwortschatz	phrase	die Apfelsaftschorle	
6	138	Gerichte	Lernwortschatz	phrase	die Currywurst	
6	138	Gerichte	Lernwortschatz	phrase	der Salat	
6	138	Gerichte	Lernwortschatz	phrase	das Hähnchen	
6	138	Gerichte	Lernwortschatz	phrase	das Schnitzel	
6	138	Gerichte	Lernwortschatz	phrase	die Tomatensuppe	
6	138	Gerichte	Lernwortschatz	phrase	das Spiegelei	
6	138	Im Restaurant	Lernwortschatz	word	bestellen	
6	138	Im Restaurant	Lernwortschatz	phrase	die Rechnung	
6	138	Im Restaurant	Lernwortschatz	phrase	die Empfehlung	
6	138	Im Restaurant	Lernwortschatz	word	empfehlen	
6	138	Im Restaurant	Lernwortschatz	phrase	der Nachtisch	
6	138	Im Restaurant	Lernwortschatz	phrase	die Speisekarte	
6	138	Im Restaurant	Lernwortschatz	phrase	das Restaurant	
6	138	Im Restaurant	Lernwortschatz	sentence	Guten Appetit!	
6	138	Im Restaurant	Lernwortschatz	phrase	der Gast	
6	138	Im Restaurant	Lernwortschatz	phrase	die Gästin	
6	138	Andere wichtige Wörter	Lernwortschatz	word	frisch	
6	138	Andere wichtige Wörter	Lernwortschatz	phrase	in der Mensa	
6	138	Andere wichtige Wörter	Lernwortschatz	word	zusammen	
6	138	Andere wichtige Wörter	Lernwortschatz	word	oft	
6	138	Andere wichtige Wörter	Lernwortschatz	word	manchmal	
6	138	Andere wichtige Wörter	Lernwortschatz	phrase	im Supermarkt	
6	138	Andere wichtige Wörter	Lernwortschatz	phrase	die Spezialität	
6	139	Vorlieben und Essen	Redemittel	sentence	Essen Sie gern …?	
6	139	Vorlieben und Essen	Redemittel	sentence	Trinken Sie gern …?	
6	139	Vorlieben und Essen	Redemittel	sentence	Isst du gern …?	
6	139	Vorlieben und Essen	Redemittel	sentence	Trinkst du gern …?	
6	139	Vorlieben und Essen	Redemittel	sentence	Was essen Sie gern?	
6	139	Vorlieben und Essen	Redemittel	sentence	Was isst du nicht gern?	
6	139	Vorlieben und Essen	Redemittel	sentence	Was trinken Sie gern?	
6	139	Vorlieben und Essen	Redemittel	sentence	Was trinkst du nicht gern?	
6	139	Vorlieben und Essen	Redemittel	sentence	Ja, sehr gern.	
6	139	Vorlieben und Essen	Redemittel	sentence	Nein, nicht so gern.	
6	139	Vorlieben und Essen	Redemittel	sentence	Ich esse gern …	
6	139	Vorlieben und Essen	Redemittel	sentence	Ich trinke nicht gern …	
6	139	Vorlieben und Essen	Redemittel	sentence	Ich mag … sehr gern.	
6	139	Vorlieben und Essen	Redemittel	sentence	Ich mag keinen …	
6	139	Vorlieben und Essen	Redemittel	phrase	Zum Frühstück esse ich …	
6	139	Vorlieben und Essen	Redemittel	phrase	Mittags mag ich …	
6	139	Vorlieben und Essen	Redemittel	sentence	Ich bin satt.	
6	139	Restaurant und Einkauf	Redemittel	sentence	Was möchten Sie bestellen?	
6	139	Restaurant und Einkauf	Redemittel	sentence	Was möchten Sie essen?	
6	139	Restaurant und Einkauf	Redemittel	sentence	Was möchten Sie trinken?	
6	139	Restaurant und Einkauf	Redemittel	sentence	Ich hätte gern …	
6	139	Restaurant und Einkauf	Redemittel	sentence	Ich möchte …	
6	139	Restaurant und Einkauf	Redemittel	sentence	Können Sie mir etwas empfehlen?	
6	139	Restaurant und Einkauf	Redemittel	sentence	Wir möchten bezahlen.	
6	139	Restaurant und Einkauf	Redemittel	sentence	Zusammen oder getrennt?	
6	139	Restaurant und Einkauf	Redemittel	sentence	Was darf es sein?	
6	139	Restaurant und Einkauf	Redemittel	sentence	Sonst noch etwas?	
6	139	Restaurant und Einkauf	Redemittel	sentence	Ist das alles?	
6	139	Restaurant und Einkauf	Redemittel	sentence	Das macht … Euro.	
6	139	Restaurant und Einkauf	Redemittel	sentence	Ich brauche …	
6	139	Restaurant und Einkauf	Redemittel	sentence	Ich nehme …	
6	139	Restaurant und Einkauf	Redemittel	sentence	Haben Sie …?	
6	139	Restaurant und Einkauf	Redemittel	sentence	Wie viel kostet …?	
6	139	Restaurant und Einkauf	Redemittel	sentence	Was kostet …?	
7	171	Oberteile	Lernwortschatz	phrase	das T-Shirt	Sumber mencantumkan der Rock juga pada Oberteile; klasifikasi perlu diperiksa
7	171	Oberteile	Lernwortschatz	phrase	das Hemd	Sumber mencantumkan der Rock juga pada Oberteile; klasifikasi perlu diperiksa
7	171	Oberteile	Lernwortschatz	phrase	die Bluse	Sumber mencantumkan der Rock juga pada Oberteile; klasifikasi perlu diperiksa
7	171	Oberteile	Lernwortschatz	phrase	der Blazer	Sumber mencantumkan der Rock juga pada Oberteile; klasifikasi perlu diperiksa
7	171	Oberteile	Lernwortschatz	phrase	der Cardigan	Sumber mencantumkan der Rock juga pada Oberteile; klasifikasi perlu diperiksa
7	171	Oberteile	Lernwortschatz	phrase	der Pullover / der Pulli	Sumber mencantumkan der Rock juga pada Oberteile; klasifikasi perlu diperiksa
7	171	Oberteile	Lernwortschatz	phrase	der Hoodie	Sumber mencantumkan der Rock juga pada Oberteile; klasifikasi perlu diperiksa
7	171	Oberteile	Lernwortschatz	phrase	das Sweatshirt	Sumber mencantumkan der Rock juga pada Oberteile; klasifikasi perlu diperiksa
7	171	Oberteile	Lernwortschatz	phrase	die Jacke	Sumber mencantumkan der Rock juga pada Oberteile; klasifikasi perlu diperiksa
7	171	Oberteile	Lernwortschatz	phrase	der Mantel	Sumber mencantumkan der Rock juga pada Oberteile; klasifikasi perlu diperiksa
7	171	Oberteile	Lernwortschatz	phrase	das Kleid	Sumber mencantumkan der Rock juga pada Oberteile; klasifikasi perlu diperiksa
7	171	Oberteile	Lernwortschatz	phrase	das Wildlederkleid	Sumber mencantumkan der Rock juga pada Oberteile; klasifikasi perlu diperiksa
7	171	Oberteile	Lernwortschatz	phrase	der Rock	Sumber mencantumkan der Rock juga pada Oberteile; klasifikasi perlu diperiksa
7	171	Oberteile	Lernwortschatz	phrase	das Dirndl	Sumber mencantumkan der Rock juga pada Oberteile; klasifikasi perlu diperiksa
7	171	Oberteile	Lernwortschatz	phrase	das Top	Sumber mencantumkan der Rock juga pada Oberteile; klasifikasi perlu diperiksa
7	171	Oberteile	Lernwortschatz	phrase	die Weste	Sumber mencantumkan der Rock juga pada Oberteile; klasifikasi perlu diperiksa
7	171	Oberteile	Lernwortschatz	phrase	das Langarmshirt	Sumber mencantumkan der Rock juga pada Oberteile; klasifikasi perlu diperiksa
7	171	Oberteile	Lernwortschatz	phrase	das Poloshirt	Sumber mencantumkan der Rock juga pada Oberteile; klasifikasi perlu diperiksa
7	171	Oberteile	Lernwortschatz	phrase	die Strickjacke	Sumber mencantumkan der Rock juga pada Oberteile; klasifikasi perlu diperiksa
7	171	Unterteile	Lernwortschatz	phrase	die Hose	
7	171	Unterteile	Lernwortschatz	phrase	die Jeans	
7	171	Unterteile	Lernwortschatz	phrase	der Rock	
7	171	Unterteile	Lernwortschatz	phrase	die kurze Hose	
7	171	Unterteile	Lernwortschatz	phrase	die Jogginghose	
7	171	Unterteile	Lernwortschatz	phrase	die Leggings	
7	171	Unterteile	Lernwortschatz	phrase	die Stoffhose	
7	171	Unterteile	Lernwortschatz	phrase	die Cargohose	
7	171	Unterteile	Lernwortschatz	phrase	die Caprihose	
7	171	Unterteile	Lernwortschatz	phrase	die Strumpfhose	
7	171	Unterteile	Lernwortschatz	phrase	die Lederhose	
7	171	Accessoires und Schuhe	Lernwortschatz	phrase	das Kopftuch	Sumber mencetak das Stecknadel; bentuk die Stecknadel dicatat sebagai koreksi ekstraksi yang perlu diverifikasi
7	171	Accessoires und Schuhe	Lernwortschatz	phrase	die Stecknadel	Sumber mencetak das Stecknadel; bentuk die Stecknadel dicatat sebagai koreksi ekstraksi yang perlu diverifikasi
7	171	Accessoires und Schuhe	Lernwortschatz	phrase	die Brosche	Sumber mencetak das Stecknadel; bentuk die Stecknadel dicatat sebagai koreksi ekstraksi yang perlu diverifikasi
7	171	Accessoires und Schuhe	Lernwortschatz	phrase	die Mütze	Sumber mencetak das Stecknadel; bentuk die Stecknadel dicatat sebagai koreksi ekstraksi yang perlu diverifikasi
7	171	Accessoires und Schuhe	Lernwortschatz	phrase	der Gürtel	Sumber mencetak das Stecknadel; bentuk die Stecknadel dicatat sebagai koreksi ekstraksi yang perlu diverifikasi
7	171	Accessoires und Schuhe	Lernwortschatz	phrase	der Hut	Sumber mencetak das Stecknadel; bentuk die Stecknadel dicatat sebagai koreksi ekstraksi yang perlu diverifikasi
7	171	Accessoires und Schuhe	Lernwortschatz	phrase	der Schal	Sumber mencetak das Stecknadel; bentuk die Stecknadel dicatat sebagai koreksi ekstraksi yang perlu diverifikasi
7	171	Accessoires und Schuhe	Lernwortschatz	phrase	die Handschuhe	Sumber mencetak das Stecknadel; bentuk die Stecknadel dicatat sebagai koreksi ekstraksi yang perlu diverifikasi
7	171	Accessoires und Schuhe	Lernwortschatz	phrase	die Krawatte	Sumber mencetak das Stecknadel; bentuk die Stecknadel dicatat sebagai koreksi ekstraksi yang perlu diverifikasi
7	171	Accessoires und Schuhe	Lernwortschatz	phrase	die Brille	Sumber mencetak das Stecknadel; bentuk die Stecknadel dicatat sebagai koreksi ekstraksi yang perlu diverifikasi
7	171	Accessoires und Schuhe	Lernwortschatz	phrase	die Sonnenbrille	Sumber mencetak das Stecknadel; bentuk die Stecknadel dicatat sebagai koreksi ekstraksi yang perlu diverifikasi
7	171	Accessoires und Schuhe	Lernwortschatz	phrase	die Armbanduhr	Sumber mencetak das Stecknadel; bentuk die Stecknadel dicatat sebagai koreksi ekstraksi yang perlu diverifikasi
7	171	Accessoires und Schuhe	Lernwortschatz	phrase	der Schmuck	Sumber mencetak das Stecknadel; bentuk die Stecknadel dicatat sebagai koreksi ekstraksi yang perlu diverifikasi
7	171	Accessoires und Schuhe	Lernwortschatz	phrase	die Kette	Sumber mencetak das Stecknadel; bentuk die Stecknadel dicatat sebagai koreksi ekstraksi yang perlu diverifikasi
7	171	Accessoires und Schuhe	Lernwortschatz	phrase	der Ring	Sumber mencetak das Stecknadel; bentuk die Stecknadel dicatat sebagai koreksi ekstraksi yang perlu diverifikasi
7	171	Accessoires und Schuhe	Lernwortschatz	phrase	das Armband	Sumber mencetak das Stecknadel; bentuk die Stecknadel dicatat sebagai koreksi ekstraksi yang perlu diverifikasi
7	171	Accessoires und Schuhe	Lernwortschatz	phrase	die Ohrringe	Sumber mencetak das Stecknadel; bentuk die Stecknadel dicatat sebagai koreksi ekstraksi yang perlu diverifikasi
7	171	Accessoires und Schuhe	Lernwortschatz	phrase	die Schuhe	Sumber mencetak das Stecknadel; bentuk die Stecknadel dicatat sebagai koreksi ekstraksi yang perlu diverifikasi
7	171	Accessoires und Schuhe	Lernwortschatz	phrase	die Sandalen	Sumber mencetak das Stecknadel; bentuk die Stecknadel dicatat sebagai koreksi ekstraksi yang perlu diverifikasi
7	171	Accessoires und Schuhe	Lernwortschatz	phrase	die Stiefel	Sumber mencetak das Stecknadel; bentuk die Stecknadel dicatat sebagai koreksi ekstraksi yang perlu diverifikasi
7	171	Accessoires und Schuhe	Lernwortschatz	phrase	die Schnürstiefel	Sumber mencetak das Stecknadel; bentuk die Stecknadel dicatat sebagai koreksi ekstraksi yang perlu diverifikasi
7	171	Accessoires und Schuhe	Lernwortschatz	phrase	die Stiefeletten	Sumber mencetak das Stecknadel; bentuk die Stecknadel dicatat sebagai koreksi ekstraksi yang perlu diverifikasi
7	171	Accessoires und Schuhe	Lernwortschatz	phrase	die Turnschuhe	Sumber mencetak das Stecknadel; bentuk die Stecknadel dicatat sebagai koreksi ekstraksi yang perlu diverifikasi
7	171	Accessoires und Schuhe	Lernwortschatz	phrase	die Hausschuhe	Sumber mencetak das Stecknadel; bentuk die Stecknadel dicatat sebagai koreksi ekstraksi yang perlu diverifikasi
7	171	Accessoires und Schuhe	Lernwortschatz	phrase	der Rucksack	Sumber mencetak das Stecknadel; bentuk die Stecknadel dicatat sebagai koreksi ekstraksi yang perlu diverifikasi
7	171	Accessoires und Schuhe	Lernwortschatz	phrase	die Tasche	Sumber mencetak das Stecknadel; bentuk die Stecknadel dicatat sebagai koreksi ekstraksi yang perlu diverifikasi
7	171	Accessoires und Schuhe	Lernwortschatz	phrase	das Tuch	Sumber mencetak das Stecknadel; bentuk die Stecknadel dicatat sebagai koreksi ekstraksi yang perlu diverifikasi
7	171	Accessoires und Schuhe	Lernwortschatz	phrase	der Reißverschluss	Sumber mencetak das Stecknadel; bentuk die Stecknadel dicatat sebagai koreksi ekstraksi yang perlu diverifikasi
7	171	Unterwäsche und Schlafkleidung	Lernwortschatz	phrase	die Unterhose	
7	171	Unterwäsche und Schlafkleidung	Lernwortschatz	phrase	die Boxershorts	
7	171	Unterwäsche und Schlafkleidung	Lernwortschatz	phrase	das Unterhemd	
7	171	Unterwäsche und Schlafkleidung	Lernwortschatz	phrase	der Pyjama / der Schlafanzug	
7	171	Unterwäsche und Schlafkleidung	Lernwortschatz	phrase	der BH / der Büstenhalter	
7	171	Unterwäsche und Schlafkleidung	Lernwortschatz	phrase	das Nachthemd	
7	171	Unterwäsche und Schlafkleidung	Lernwortschatz	phrase	die Schlafhose	
7	171	Unterwäsche und Schlafkleidung	Lernwortschatz	phrase	die Haussocken	
7	172	Farben	Lernwortschatz	word	rot	
7	172	Farben	Lernwortschatz	word	rosarot	
7	172	Farben	Lernwortschatz	word	dunkelrot	
7	172	Farben	Lernwortschatz	word	blau	
7	172	Farben	Lernwortschatz	word	hellblau	
7	172	Farben	Lernwortschatz	word	gelb	
7	172	Farben	Lernwortschatz	word	grün	
7	172	Farben	Lernwortschatz	word	dunkelgrün	
7	172	Farben	Lernwortschatz	word	orange	
7	172	Farben	Lernwortschatz	word	lila	
7	172	Farben	Lernwortschatz	word	rosa	
7	172	Farben	Lernwortschatz	word	braun	
7	172	Farben	Lernwortschatz	word	schwarz	
7	172	Farben	Lernwortschatz	word	weiß	
7	172	Farben	Lernwortschatz	word	grau	
7	172	Farben	Lernwortschatz	word	hellgrau	
7	172	Farben	Lernwortschatz	word	beige	
7	172	Farben	Lernwortschatz	word	bunt	
7	172	Saison und Festzeiten	Lernwortschatz	phrase	der Winter	
7	172	Saison und Festzeiten	Lernwortschatz	phrase	der Herbst	
7	172	Saison und Festzeiten	Lernwortschatz	phrase	der Frühling	
7	172	Saison und Festzeiten	Lernwortschatz	phrase	der Sommer	
7	172	Saison und Festzeiten	Lernwortschatz	phrase	die Regenzeit	
7	172	Saison und Festzeiten	Lernwortschatz	phrase	die Trockenzeit	
7	172	Saison und Festzeiten	Lernwortschatz	phrase	das Oktoberfest	
7	172	Adjektive	Lernwortschatz	word	nützlich	
7	172	Adjektive	Lernwortschatz	word	nutzlos	
7	172	Adjektive	Lernwortschatz	word	dünn	
7	172	Adjektive	Lernwortschatz	word	dick	
7	172	Adjektive	Lernwortschatz	word	gut	
7	172	Adjektive	Lernwortschatz	word	schlecht	
7	172	Adjektive	Lernwortschatz	word	bequem	
7	172	Adjektive	Lernwortschatz	word	unbequem	
7	172	Adjektive	Lernwortschatz	word	schön	
7	172	Adjektive	Lernwortschatz	word	hässlich	
7	172	Adjektive	Lernwortschatz	word	kurz	
7	172	Adjektive	Lernwortschatz	word	lang	
7	172	Adjektive	Lernwortschatz	word	warm	
7	172	Adjektive	Lernwortschatz	word	kalt	
7	172	Adjektive	Lernwortschatz	word	traditionell	
7	172	Adjektive	Lernwortschatz	word	modern	
7	172	Adjektive	Lernwortschatz	word	speziell	
7	172	Adjektive	Lernwortschatz	word	allgemein	
7	172	Adjektive	Lernwortschatz	word	neu	
7	172	Adjektive	Lernwortschatz	word	alt	
7	172	Adjektive	Lernwortschatz	word	groß	
7	172	Adjektive	Lernwortschatz	word	klein	
7	172	Adjektive	Lernwortschatz	word	teuer	
7	172	Adjektive	Lernwortschatz	word	billig	
7	172	Adjektive	Lernwortschatz	word	bunt	
7	172	Adjektive	Lernwortschatz	word	einfarbig	
7	172	Adjektive	Lernwortschatz	word	schick	
7	172	Adjektive	Lernwortschatz	word	unschick	
7	172	Adjektive	Lernwortschatz	word	nass	
7	172	Adjektive	Lernwortschatz	word	trocken	
7	173	Kleiderkauf	Redemittel	sentence	Kann ich Ihnen helfen?	
7	173	Kleiderkauf	Redemittel	sentence	Ich suche ein Paar Schuhe.	
7	173	Kleiderkauf	Redemittel	sentence	Ich hätte gern einen Schal.	
7	173	Kleiderkauf	Redemittel	sentence	Wo finde ich …?	
7	173	Kleiderkauf	Redemittel	sentence	Wo gibt es …?	
7	173	Kleiderkauf	Redemittel	sentence	Welche Größe tragen Sie?	
7	173	Kleiderkauf	Redemittel	sentence	Welche Farbe möchten Sie?	
7	173	Kleiderkauf	Redemittel	sentence	Haben Sie das in Größe …?	
7	173	Kleiderkauf	Redemittel	sentence	Haben Sie das in Blau?	
7	173	Kleiderkauf	Redemittel	sentence	Wollen Sie das anprobieren?	
7	173	Kleiderkauf	Redemittel	sentence	Kann ich das anprobieren?	
7	173	Kleiderkauf	Redemittel	sentence	Wie steht mir das?	
7	173	Kleiderkauf	Redemittel	sentence	Das steht mir nicht.	
7	173	Kleiderkauf	Redemittel	sentence	Das passt nicht.	
7	173	Kleiderkauf	Redemittel	sentence	Das ist mir zu klein.	
7	173	Kleiderkauf	Redemittel	sentence	Das ist mir zu eng.	
7	173	Kleiderkauf	Redemittel	sentence	Das ist mir zu groß.	
7	173	Kleiderkauf	Redemittel	sentence	Wie viel kostet …?	
7	173	Kleiderkauf	Redemittel	sentence	Das ist zu teuer!	
7	173	Kleiderkauf	Redemittel	sentence	Ich nehme das Hemd.	
7	173	Kleiderkauf	Redemittel	sentence	Tut mir leid, das haben wir nicht.	
8	189	Adjektive	Lernwortschatz	word	warm	
8	189	Adjektive	Lernwortschatz	word	kalt	
8	189	Adjektive	Lernwortschatz	word	gut	
8	189	Adjektive	Lernwortschatz	word	schlecht	
8	189	Adjektive	Lernwortschatz	word	kurz	
8	189	Medikamente und Hausmittel	Lernwortschatz	phrase	die Salbe	
8	189	Medikamente und Hausmittel	Lernwortschatz	phrase	der Hustensaft	
8	189	Medikamente und Hausmittel	Lernwortschatz	phrase	das Pflaster	
8	189	Medikamente und Hausmittel	Lernwortschatz	phrase	die Tropfen	
8	189	Medikamente und Hausmittel	Lernwortschatz	phrase	die Tablette	
8	189	Medikamente und Hausmittel	Lernwortschatz	phrase	die Nelke	
8	189	Medikamente und Hausmittel	Lernwortschatz	phrase	der Honig	
8	189	Körperteile	Lernwortschatz	phrase	der Mund	
8	189	Körperteile	Lernwortschatz	phrase	die Nase	
8	189	Körperteile	Lernwortschatz	phrase	der Arm	
8	189	Körperteile	Lernwortschatz	phrase	der Bauch	
8	189	Körperteile	Lernwortschatz	phrase	die Brust	
8	189	Körperteile	Lernwortschatz	phrase	der Ellbogen	
8	189	Körperteile	Lernwortschatz	phrase	der Fuß	
8	189	Körperteile	Lernwortschatz	phrase	der Hals	
8	189	Körperteile	Lernwortschatz	phrase	das Herz	
8	189	Körperteile	Lernwortschatz	phrase	die Hand	
8	189	Körperteile	Lernwortschatz	phrase	der Kopf	
8	189	Beim Arzt	Lernwortschatz	phrase	der Unfall	
8	189	Beim Arzt	Lernwortschatz	phrase	der Husten	
8	189	Beim Arzt	Lernwortschatz	phrase	der Schnupfen	
8	189	Beim Arzt	Lernwortschatz	phrase	der Zahnarzt	
8	189	Beim Arzt	Lernwortschatz	phrase	der Apotheker	
8	189	Beim Arzt	Lernwortschatz	phrase	der Arzthelfer	
8	189	Beim Arzt	Lernwortschatz	phrase	das Krankenhaus	
8	189	Beim Arzt	Lernwortschatz	phrase	der Notarzt	
8	189	Beim Arzt	Lernwortschatz	phrase	die Apotheke	
8	189	Beim Arzt	Lernwortschatz	phrase	das Medikament	
8	189	Beim Arzt	Lernwortschatz	phrase	die Bauchschmerzen	
8	189	Beim Arzt	Lernwortschatz	phrase	die Rückenschmerzen	
8	189	Beim Arzt	Lernwortschatz	phrase	der Schmerz	
8	189	Beim Arzt	Lernwortschatz	phrase	die Kopfschmerzen	
8	189	Beim Arzt	Lernwortschatz	phrase	der Tipp	
8	189	Beim Arzt	Lernwortschatz	phrase	die Krankenschwester	
8	189	Beim Arzt	Lernwortschatz	phrase	der Physiotherapeut	
8	189	Beim Arzt	Lernwortschatz	sentence	Aua!	
8	189	Beim Arzt	Lernwortschatz	word	wehtun	
8	189	Beim Arzt	Lernwortschatz	phrase	das Halsweh	
8	189	Beim Arzt	Lernwortschatz	phrase	das Mittel	
8	190	Arzt und Apotheke	Redemittel	sentence	Was fehlt Ihnen?	
8	190	Arzt und Apotheke	Redemittel	sentence	Wo haben Sie Schmerzen?	
8	190	Arzt und Apotheke	Redemittel	sentence	Tut das weh?	
8	190	Arzt und Apotheke	Redemittel	sentence	Haben Sie Kopfschmerzen?	
8	190	Arzt und Apotheke	Redemittel	sentence	Ich schreibe Ihnen ein Rezept.	
